Term,Stamm,Sprache,Zeitraum
പൂ,*pū,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
പ്രസിദ്ധം,प्रसिद्ध,Sanskrit,1500 BCE - present (liturgical/classical)
ഗംഭീരം,गम्भीर,Sanskrit,1500 BCE - present (liturgical/classical)
സങ്കീതം,संगीत,Sanskrit,1500 BCE - present (liturgical/classical)
ഗാനം,गान,Sanskrit,1500 BCE - present (liturgical/classical)
ഗീതം,गीत,Sanskrit,1500 BCE - present (liturgical/classical)
ഘട്ടം,घट्ट,Sanskrit,1500 BCE - present (liturgical/classical)
ദുർബല,दुर्बल,Sanskrit,1500 BCE - present (liturgical/classical)
ദുർബലം,दुर्बल,Sanskrit,1500 BCE - present (liturgical/classical)
സ്വരം,स्वर,Sanskrit,1500 BCE - present (liturgical/classical)
നിശ്ശബ്ദം,निश्शब्द,Sanskrit,1500 BCE - present (liturgical/classical)
പക്ഷേ,पक्षे,Sanskrit,1500 BCE - present (liturgical/classical)
ചതുരം,चतुर,Sanskrit,1500 BCE - present (liturgical/classical)
പൂജ്യം,पूज्य,Sanskrit,1500 BCE - present (liturgical/classical)
ത്രികോണം,त्रिकोण,Sanskrit,1500 BCE - present (liturgical/classical)
ചക്രം,चक्र,Sanskrit,1500 BCE - present (liturgical/classical)
വയൽ,*wayal,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
നൃത്തം,नृत्त,Sanskrit,1500 BCE - present (liturgical/classical)
തേൾ,*tēḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
മയിൽ,*mayVr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ആഘോഷം,आघोष,Sanskrit,1500 BCE - present (liturgical/classical)
ബാപ്പ,بابا,Arabic,600 CE - present
കവിത,कविता,Sanskrit,1500 BCE - present (liturgical/classical)
അപ്പൻ,*appa,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ദോഷം,दोष,Sanskrit,1500 BCE - present (liturgical/classical)
അസ്ഥി,अस्थि,Sanskrit,1500 BCE - present (liturgical/classical)
ഏലക്കായ,*ēlakāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ഏലക്കായ,ഏല,Malayalam,1200 CE - present (disputed)
ഏലക്കായ,കായ,Malayalam,1200 CE - present (disputed)
കുരുമുളക്,കുരു,Malayalam,1200 CE - present (disputed)
കുരുമുളക്,മുളക്,Malayalam,1200 CE - present (disputed)
പച്ചകുത്ത്,പച്ച,Malayalam,1200 CE - present (disputed)
പച്ചകുത്ത്,കുത്ത്,Malayalam,1200 CE - present (disputed)
പച്ചകുത്തുക,പച്ച,Malayalam,1200 CE - present (disputed)
പച്ചകുത്തുക,കുത്തുക,Malayalam,1200 CE - present (disputed)
രോമം,रोमन्,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രകാശം,प्रकाश,Sanskrit,1500 BCE - present (liturgical/classical)
ഉപ്പ,أب,Arabic,600 CE - present
കത്ത്,خط,Arabic,600 CE - present
ചെകുത്താൻ,شَيْطَان,Arabic,600 CE - present
റദ്ദ്,رد,Classical Persian,800 CE - 1900 CE
റദ്ദ്,رَدّ,Arabic,600 CE - present
ഭരണി,भरण,Sanskrit,1500 BCE - present (liturgical/classical)
വക്കീൽ,وكيل,Arabic,600 CE - present
മുസ്ലീം,مسلم,Arabic,600 CE - present
കൃമി,कृमि,Sanskrit,1500 BCE - present (liturgical/classical)
ഗൂഢാലോചന,ഗൂഢ,Malayalam,1200 CE - present (disputed)
ഗൂഢാലോചന,ആലോചന,Malayalam,1200 CE - present (disputed)
ഗൂഢാലോചന,गूढ,Sanskrit,1500 BCE - present (liturgical/classical)
ഗൂഢാലോചന,आलोचना,Sanskrit,1500 BCE - present (liturgical/classical)
ആലോചിക്കുക,आलोचना,Sanskrit,1500 BCE - present (liturgical/classical)
സുഖം,सुख,Sanskrit,1500 BCE - present (liturgical/classical)
അവ,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
നേരം,*nēram,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
മൂത്രം,मूत्र,Sanskrit,1500 BCE - present (liturgical/classical)
സൂക്ഷ്മം,सूक्ष्म,Sanskrit,1500 BCE - present (liturgical/classical)
കാൽവിരൽ,കാൽ,Malayalam,1200 CE - present (disputed)
കാൽവിരൽ,വിരൽ,Malayalam,1200 CE - present (disputed)
മീശ,श्मश्रु,Sanskrit,1500 BCE - present (liturgical/classical)
ശ്രദ്ധിക്കുക,श्रद्धा,Sanskrit,1500 BCE - present (liturgical/classical)
ചിന്തിക്കുക,चिन्ता,Sanskrit,1500 BCE - present (liturgical/classical)
ആഹ്ലാദം,आह्लाद,Sanskrit,1500 BCE - present (liturgical/classical)
മദാമ,madam,English,1550 CE - present
ജാതി,जाति,Sanskrit,1500 BCE - present (liturgical/classical)
സായിപ്പ്,ਸਾਹਿਬ,Punjabi,not available
വന്ദനം,वन्दन,Sanskrit,1500 BCE - present (liturgical/classical)
സൗന്ദര്യം,सौन्दर्य,Sanskrit,1500 BCE - present (liturgical/classical)
ഋഷി,ऋषि,Sanskrit,1500 BCE - present (liturgical/classical)
ടൗൺ,town,English,1550 CE - present
ഏണി,श्रेणी,Sanskrit,1500 BCE - present (liturgical/classical)
ധനം,धन,Sanskrit,1500 BCE - present (liturgical/classical)
ഖനനം,खनन,Sanskrit,1500 BCE - present (liturgical/classical)
ഞരമ്പ്,*ñarampu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
കൢപ്തം,कॢप्त,Sanskrit,1500 BCE - present (liturgical/classical)
വയർ,wire,English,1550 CE - present
ഷഡ്ഭുജം,षट्भुज,Sanskrit,1500 BCE - present (liturgical/classical)
ഫലം,*paẓam,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ഏലക്ക,*ēlakāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ബലൂൺ,balloon,English,1550 CE - present
ബലൂണ്,balloon,English,1550 CE - present
കോടാലി,*kuṭāri,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
കീടം,कीट,Sanskrit,1500 BCE - present (liturgical/classical)
മധു,मधु,Sanskrit,1500 BCE - present (liturgical/classical)
ഗജ,गज,Sanskrit,1500 BCE - present (liturgical/classical)
കൊച്ചി,കൊച്ചു,Malayalam,1200 CE - present (disputed)
കൊച്ചി,അഴി,Malayalam,1200 CE - present (disputed)
ഗുണം,गुण,Sanskrit,1500 BCE - present (liturgical/classical)
ആപ്പൾ,apple,English,1550 CE - present
ആപ്പിൾ,apple,English,1550 CE - present
വെളുത്തുള്ളി,വെളുത്ത,Malayalam,1200 CE - present (disputed)
വെളുത്തുള്ളി,ഉള്ളി,Malayalam,1200 CE - present (disputed)
വെളുത്ത,*weḷ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
മാമ്പഴം,മാവ്,Malayalam,1200 CE - present (disputed)
മാമ്പഴം,പഴം,Malayalam,1200 CE - present (disputed)
കുങ്കുമം,कुङ्कुम,Sanskrit,1500 BCE - present (liturgical/classical)
കരണ്ട്,current,English,1550 CE - present
വൈദ്യുതി,विद्युत्,Sanskrit,1500 BCE - present (liturgical/classical)
ചൂടുള്ള,ചൂട്,Malayalam,1200 CE - present (disputed)
ചൂടുള്ള,ഉള്ള,Malayalam,1200 CE - present (disputed)
നീര്,*nīr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ഇവള്,*ī,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
മേൽഭാഗത്ത്,മേൽ,Malayalam,1200 CE - present (disputed)
മേൽഭാഗത്ത്,ഭാഗം,Malayalam,1200 CE - present (disputed)
മേൽഭാഗത്ത്,*mē,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
മേൽഭാഗത്ത്,भाग,Sanskrit,1500 BCE - present (liturgical/classical)
മേൽഭാഗം,മേൽ,Malayalam,1200 CE - present (disputed)
മേൽഭാഗം,ഭാഗം,Malayalam,1200 CE - present (disputed)
മേലെ,*mē,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
മേൽ,*mē,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
പ്ലാറ്റിനം,platinum,English,1550 CE - present
പത്തുകോടി,പത്ത്,Malayalam,1200 CE - present (disputed)
പത്തുകോടി,കോടി,Malayalam,1200 CE - present (disputed)
ഡെൽഹി,Delhi,English,1550 CE - present
പഠിക്കുക,पठति,Sanskrit,1500 BCE - present (liturgical/classical)
സംഭവം,सम्भव,Sanskrit,1500 BCE - present (liturgical/classical)
സംഘം,सङ्घ,Sanskrit,1500 BCE - present (liturgical/classical)
പ്ലാസ്റ്റിക്,plastic,English,1550 CE - present
അമേരിക്ക,America,English,1550 CE - present
സിഖ് മതം,സിഖ്,Malayalam,1200 CE - present (disputed)
സിഖ് മതം,മതം,Malayalam,1200 CE - present (disputed)
ജപ്പാൻ,Japan,English,1550 CE - present
ഈജിപ്ത്,Egypt,English,1550 CE - present
ബ്രിട്ടൺ,Britain,English,1550 CE - present
ഓസ്ട്രേലിയ,Australia,English,1550 CE - present
ബ്രസീൽ,Brazil,English,1550 CE - present
രോഗം,रोग,Sanskrit,1500 BCE - present (liturgical/classical)
അതിർത്തി,अतिर्ति,Sanskrit,1500 BCE - present (liturgical/classical)
അസ്സലാമു അലൈക്കും,السلام عليكم,Arabic,600 CE - present
ശ്വാനൻ,श्वान,Sanskrit,1500 BCE - present (liturgical/classical)
ജൈനമതം,ജൈൻ,Malayalam,1200 CE - present (disputed)
ജൈനമതം,മതം,Malayalam,1200 CE - present (disputed)
യഹൂദമതം,യഹൂദൻ,Malayalam,1200 CE - present (disputed)
യഹൂദമതം,മതം,Malayalam,1200 CE - present (disputed)
ഇസ്ലാംമതം,ഇസ്ലാം,Malayalam,1200 CE - present (disputed)
ഇസ്ലാംമതം,മതം,Malayalam,1200 CE - present (disputed)
പറുദീസ,ܦܪܕܝܣܐ,Aramaic,not available
നസ്രാണി,نَصْرَانِيّ,Arabic,600 CE - present
നസ്രാണി,ܢܨܪܝܐ,Classical Syriac,not available
ദൂരം,दूर,Sanskrit,1500 BCE - present (liturgical/classical)
ഗണനം,गणन,Sanskrit,1500 BCE - present (liturgical/classical)
ഗുണനം,गुणन,Sanskrit,1500 BCE - present (liturgical/classical)
സുഹൃത്ത്,सुहृत्,Sanskrit,1500 BCE - present (liturgical/classical)
മിത്രം,मित्र,Sanskrit,1500 BCE - present (liturgical/classical)
കളിക്കൂട്ടുകാരൻ,കളി,Malayalam,1200 CE - present (disputed)
കളിക്കൂട്ടുകാരൻ,കൂട്ടുകാരൻ,Malayalam,1200 CE - present (disputed)
ഉരുളക്കിഴങ്ങ്,ഉരുള,Malayalam,1200 CE - present (disputed)
ഉരുളക്കിഴങ്ങ്,കിഴങ്ങ്,Malayalam,1200 CE - present (disputed)
കാരറ്റ്,carrot,English,1550 CE - present
വൃക്ക,वृक्क,Sanskrit,1500 BCE - present (liturgical/classical)
പെട്രോൾ,petrol,English,1550 CE - present
ഡീസൽ,diesel,English,1550 CE - present
ഇന്ധനം,इन्धन,Sanskrit,1500 BCE - present (liturgical/classical)
പെൻസിൽ,pencil,English,1550 CE - present
ഇതിഹാസം,इतिहास,Sanskrit,1500 BCE - present (liturgical/classical)
ജനൽ,janela,Portuguese,1516 CE - present
അലമാര,armário,Portuguese,1516 CE - present
ജനാല,janela,Portuguese,1516 CE - present
ജനാല,janella,Old Portuguese,870 CE - 1400 CE
ജനാല,*ianuella,Vulgar Latin,100 BCE - 600 CE
ജനാല,iānua,Latin,700 BCE - 500 CE
മാഷ്,master,English,1550 CE - present
ഈന്തപ്പഴം,ഈന്ത,Malayalam,1200 CE - present (disputed)
ഈന്തപ്പഴം,പഴം,Malayalam,1200 CE - present (disputed)
അരക്കാൽ,അര,Malayalam,1200 CE - present (disputed)
അരക്കാൽ,കാൽ,Malayalam,1200 CE - present (disputed)
തീയതി,तिथि,Sanskrit,1500 BCE - present (liturgical/classical)
അമ്പ്,*ampu,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ചില്ലറ പൈസ,ചില്ലറ,Malayalam,1200 CE - present (disputed)
ചില്ലറ പൈസ,പൈസ,Malayalam,1200 CE - present (disputed)
ദ്വാരം,द्वार,Sanskrit,1500 BCE - present (liturgical/classical)
ആനപ്പാപ്പാൻ,ആന,Malayalam,1200 CE - present (disputed)
ആനപ്പാപ്പാൻ,പാപ്പാൻ,Malayalam,1200 CE - present (disputed)
തലച്ചോറ്,തല,Malayalam,1200 CE - present (disputed)
തലച്ചോറ്,ചോറ്,Malayalam,1200 CE - present (disputed)
റബർ,rubber,English,1550 CE - present
കടൽ മത്സ്യം,കടൽ,Malayalam,1200 CE - present (disputed)
കടൽ മത്സ്യം, മത്സ്യം,Malayalam,1200 CE - present (disputed)
നദി,नदी,Sanskrit,1500 BCE - present (liturgical/classical)
ശിഷ്യൻ,शिष्य,Sanskrit,1500 BCE - present (liturgical/classical)
നേത്രം,नेत्र,Sanskrit,1500 BCE - present (liturgical/classical)
അക്ഷി,अक्षि,Sanskrit,1500 BCE - present (liturgical/classical)
നയനം,नयन,Sanskrit,1500 BCE - present (liturgical/classical)
ലോചനം,लोचन,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രയാസം,प्रयास,Sanskrit,1500 BCE - present (liturgical/classical)
ജനനി,जननी,Sanskrit,1500 BCE - present (liturgical/classical)
സമീപകാലം,സമീപ,Malayalam,1200 CE - present (disputed)
സമീപകാലം,കാലം,Malayalam,1200 CE - present (disputed)
വിശ്രമിക്കുക,विश्रम,Sanskrit,1500 BCE - present (liturgical/classical)
ആലയം,आलय,Sanskrit,1500 BCE - present (liturgical/classical)
ക്ഷേത്രം,क्षेत्र,Sanskrit,1500 BCE - present (liturgical/classical)
പരാജയം,पराजय,Sanskrit,1500 BCE - present (liturgical/classical)
വിജയം,विजय,Sanskrit,1500 BCE - present (liturgical/classical)
ഹിന്ദി,हिंदी,Hindi,not available
കന്നഡ,ಕನ್ನಡ,Kannada,450 CE - present
തെലുങ്ക്,తెలుంగు,Telugu,600 CE - present
തമിഴ്,தமிழ்,Tamil,300 BCE - present
തെലുഗു,తెలుగు,Telugu,600 CE - present
സ്പാനിഷ്,Spanish,English,1550 CE - present
വായ്,*wāy,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
താക്കോൽ,താഴ്,Malayalam,1200 CE - present (disputed)
താക്കോൽ,കോൽ,Malayalam,1200 CE - present (disputed)
ദക്ഷിണം,दक्षिण,Sanskrit,1500 BCE - present (liturgical/classical)
താൽപ്പര്യം,तात्पर्य,Sanskrit,1500 BCE - present (liturgical/classical)
ഊർജം,ऊर्ज,Sanskrit,1500 BCE - present (liturgical/classical)
ലജ്ജ,लज्जा,Sanskrit,1500 BCE - present (liturgical/classical)
ചർമ്മം,चर्मन्,Sanskrit,1500 BCE - present (liturgical/classical)
യുക്തിവാദം,യുക്തി,Malayalam,1200 CE - present (disputed)
യുക്തിവാദം,വാദം,Malayalam,1200 CE - present (disputed)
യുക്തിവാദി,യുക്തി,Malayalam,1200 CE - present (disputed)
യുക്തിവാദി,വാദി,Malayalam,1200 CE - present (disputed)
പലചരക്ക്,പല,Malayalam,1200 CE - present (disputed)
പലചരക്ക്,ചരക്ക്,Malayalam,1200 CE - present (disputed)
കല്ലൻതുമ്പി,കല്ലൻ,Malayalam,1200 CE - present (disputed)
കല്ലൻതുമ്പി,തുമ്പി,Malayalam,1200 CE - present (disputed)
തിരിച്ചടിക്കുക,തിരിച്ച്,Malayalam,1200 CE - present (disputed)
തിരിച്ചടിക്കുക,അടിക്കുക,Malayalam,1200 CE - present (disputed)
കെട്ടിക്കിടക്കുക,കെട്ടി,Malayalam,1200 CE - present (disputed)
കെട്ടിക്കിടക്കുക,കിടക്കുക,Malayalam,1200 CE - present (disputed)
ബലഹീനത,बलहीनता,Sanskrit,1500 BCE - present (liturgical/classical)
ക്ഷീണം,क्षीण,Sanskrit,1500 BCE - present (liturgical/classical)
ദൗർബല്യം,दौर्बल्य,Sanskrit,1500 BCE - present (liturgical/classical)
ദുർബലത,दुर्बलता,Sanskrit,1500 BCE - present (liturgical/classical)
ഗുണ്ട,गुंडा,Hindi,not available
ഭയാനകം,भयानक,Sanskrit,1500 BCE - present (liturgical/classical)
ദുഷ്ടൻ,दुष्ट,Sanskrit,1500 BCE - present (liturgical/classical)
ഭയാനകമായ,भयानक,Sanskrit,1500 BCE - present (liturgical/classical)
ദയ,दया,Sanskrit,1500 BCE - present (liturgical/classical)
ശേഷം,शेष,Sanskrit,1500 BCE - present (liturgical/classical)
വിനോദസഞ്ചാരം,വിനോദ,Malayalam,1200 CE - present (disputed)
വിനോദസഞ്ചാരം,സഞ്ചാരം,Malayalam,1200 CE - present (disputed)
ടൂറിസം,tourism,English,1550 CE - present
ആൽ,*āl,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
പൊരുത്തപ്പെടുക,പൊരുത്തം,Malayalam,1200 CE - present (disputed)
പൊരുത്തപ്പെടുക,പെടുക,Malayalam,1200 CE - present (disputed)
ശപിക്കുക,शपति,Sanskrit,1500 BCE - present (liturgical/classical)
ഭിന്നത,भिन्नता,Sanskrit,1500 BCE - present (liturgical/classical)
ബഹളം,बहल,Sanskrit,1500 BCE - present (liturgical/classical)
നാശം,नाश,Sanskrit,1500 BCE - present (liturgical/classical)
തീപ്പൊരി,തീ,Malayalam,1200 CE - present (disputed)
തീപ്പൊരി,പൊരി,Malayalam,1200 CE - present (disputed)
പട്ടാളം,battalion,English,1550 CE - present
പട്ടാളം,batalhão,Portuguese,1516 CE - present
ആക്രമണം,आक्रमण,Sanskrit,1500 BCE - present (liturgical/classical)
സൈനികാക്രമണം,സൈനിക,Malayalam,1200 CE - present (disputed)
സൈനികാക്രമണം,ആക്രമണം,Malayalam,1200 CE - present (disputed)
ഭിന്നശേഷി,ഭിന്ന,Malayalam,1200 CE - present (disputed)
ഭിന്നശേഷി,ശേഷി,Malayalam,1200 CE - present (disputed)
ടെസ്റ്റ്,test,English,1550 CE - present
താല്പര്യം,तात्पर्य,Sanskrit,1500 BCE - present (liturgical/classical)
അട്ടഹാസം,अट्टहास,Sanskrit,1500 BCE - present (liturgical/classical)
ഉജ്ജ്വലം,उज्ज्वल,Sanskrit,1500 BCE - present (liturgical/classical)
വാഹനം,वाहन,Sanskrit,1500 BCE - present (liturgical/classical)
ഉഗ്രൻ,उग्र,Sanskrit,1500 BCE - present (liturgical/classical)
ജില്ല,ज़िला,Hindi,not available
ജില്ല,ضلع‎,Persian,1000 CE - present
ജില്ല,ضِلْع‎,Arabic,600 CE - present
ഗുഹ,गुहा,Sanskrit,1500 BCE - present (liturgical/classical)
അനുമതി,अनुमति,Sanskrit,1500 BCE - present (liturgical/classical)
അനുമതിപത്രം,അനുമതി,Malayalam,1200 CE - present (disputed)
അനുമതിപത്രം,പത്രം,Malayalam,1200 CE - present (disputed)
ആശ്ലേഷം,आश्लेष,Sanskrit,1500 BCE - present (liturgical/classical)
കൂൺ,*kūnt(t),Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
കർമ്മപരിപാടി,കർമ്മ,Malayalam,1200 CE - present (disputed)
കർമ്മപരിപാടി,പരിപാടി,Malayalam,1200 CE - present (disputed)
ഓംബുഡ്സ്മാൻ,ombudsman,English,1550 CE - present
തെറ്റ്-കുറ്റം,തെറ്റ്,Malayalam,1200 CE - present (disputed)
തെറ്റ്-കുറ്റം,കുറ്റം,Malayalam,1200 CE - present (disputed)
കുറ്റകൃത്യം,കുറ്റ,Malayalam,1200 CE - present (disputed)
കുറ്റകൃത്യം,കൃത്യം,Malayalam,1200 CE - present (disputed)
പത്രപ്രവർത്തകൻ,പത്ര,Malayalam,1200 CE - present (disputed)
പത്രപ്രവർത്തകൻ,പ്രവർത്തകൻ,Malayalam,1200 CE - present (disputed)
ശിക്ഷ,शिक्षा,Sanskrit,1500 BCE - present (liturgical/classical)
സാമൂഹിക പ്രവർത്തകൻ,സാമൂഹിക,Malayalam,1200 CE - present (disputed)
സാമൂഹിക പ്രവർത്തകൻ,പ്രവർത്തകൻ,Malayalam,1200 CE - present (disputed)
അമല,अमला,Sanskrit,1500 BCE - present (liturgical/classical)
ഉടനീളം,ഉട,Malayalam,1200 CE - present (disputed)
ഉടനീളം,നീളം,Malayalam,1200 CE - present (disputed)
നിർമ്മല, निर्मल,Sanskrit,1500 BCE - present (liturgical/classical)
തിരിച്ചറിയുക,തിരിച്ച്,Malayalam,1200 CE - present (disputed)
തിരിച്ചറിയുക,അറിയുക,Malayalam,1200 CE - present (disputed)
ന്യൂനം,न्यून,Sanskrit,1500 BCE - present (liturgical/classical)
വിഷാദം,विषाद,Sanskrit,1500 BCE - present (liturgical/classical)
ചുഴലിക്കാറ്റ്,ചുഴലി,Malayalam,1200 CE - present (disputed)
ചുഴലിക്കാറ്റ്,കാറ്റ്,Malayalam,1200 CE - present (disputed)
ന്യൂനമർദ്ദം,ന്യൂനം,Malayalam,1200 CE - present (disputed)
ന്യൂനമർദ്ദം,മർദ്ദം,Malayalam,1200 CE - present (disputed)
കൊള്ളക്കാരൻ,കൊള്ള,Malayalam,1200 CE - present (disputed)
കൊള്ളക്കാരൻ,കാരൻ,Malayalam,1200 CE - present (disputed)
അവതാരം, अवतार ,Sanskrit,1500 BCE - present (liturgical/classical)
ഉപയോഗരീതി,ഉപയോഗ,Malayalam,1200 CE - present (disputed)
ഉപയോഗരീതി,രീതി,Malayalam,1200 CE - present (disputed)
ദുർവിനിയോഗം,ദുർ,Malayalam,1200 CE - present (disputed)
ദുർവിനിയോഗം,വിനിയോഗം,Malayalam,1200 CE - present (disputed)
ആർബിട്രേഷൻ,arbitration,English,1550 CE - present
ഐക്യം,ऐक्य,Sanskrit,1500 BCE - present (liturgical/classical)
ഫലനം,फलन ,Sanskrit,1500 BCE - present (liturgical/classical)
സമചതുരക്കട്ട,സമചതുര,Malayalam,1200 CE - present (disputed)
സമചതുരക്കട്ട,കട്ട,Malayalam,1200 CE - present (disputed)
രേഖ,रेखा,Sanskrit,1500 BCE - present (liturgical/classical)
ഖരം,खर,Sanskrit,1500 BCE - present (liturgical/classical)
ഘനത്വം,घनत्व,Sanskrit,1500 BCE - present (liturgical/classical)
മെഴുകുതിരി,മെഴുക്,Malayalam,1200 CE - present (disputed)
മെഴുകുതിരി,തിരി,Malayalam,1200 CE - present (disputed)
ഛായ,छाया,Sanskrit,1500 BCE - present (liturgical/classical)
ദ്രാവിഡ,द्रविड,Sanskrit,1500 BCE - present (liturgical/classical)
ദ്രാവിഡ,தமிழ்,Tamil,300 BCE - present
കമലം,कमल,Sanskrit,1500 BCE - present (liturgical/classical)
അംബുജം,अम्बुज,Sanskrit,1500 BCE - present (liturgical/classical)
പങ്കജം,पङ्कज,Sanskrit,1500 BCE - present (liturgical/classical)
ഉത്തമം,उत्तम,Sanskrit,1500 BCE - present (liturgical/classical)
നിലവിളക്ക്,നില,Malayalam,1200 CE - present (disputed)
നിലവിളക്ക്,വിളക്ക്,Malayalam,1200 CE - present (disputed)
ഹിജാബ്,حِجَاب,Arabic,600 CE - present
മയക്കുമരുന്ന്,മയക്ക്,Malayalam,1200 CE - present (disputed)
മയക്കുമരുന്ന്,മരുന്ന്,Malayalam,1200 CE - present (disputed)
മറ്റന്നാൾ,മറ്റെ,Malayalam,1200 CE - present (disputed)
മറ്റന്നാൾ,നാൾ,Malayalam,1200 CE - present (disputed)
അവരവർ,അവർ,Malayalam,1200 CE - present (disputed)
അവരവർ, അവർ,Malayalam,1200 CE - present (disputed)
ഓരോരോ,ഓരോ,Malayalam,1200 CE - present (disputed)
അദ്ഭുതം,अद्भुत,Sanskrit,1500 BCE - present (liturgical/classical)
ടാപ്പ്,tap,English,1550 CE - present
പാഠം,पाठ,Sanskrit,1500 BCE - present (liturgical/classical)
കിടപ്പുമുറി,കിടപ്പ്,Malayalam,1200 CE - present (disputed)
കിടപ്പുമുറി,മുറി,Malayalam,1200 CE - present (disputed)
കുതിരശക്തി,കുതിര,Malayalam,1200 CE - present (disputed)
കുതിരശക്തി,ശക്തി,Malayalam,1200 CE - present (disputed)
ബൾബ്,bulb,English,1550 CE - present
മധുരക്കിഴങ്ങ്,മധുര,Malayalam,1200 CE - present (disputed)
മധുരക്കിഴങ്ങ്,കിഴങ്ങ്,Malayalam,1200 CE - present (disputed)
ഷർട്ട്,shirt,English,1550 CE - present
അംബരം,अम्बर,Sanskrit,1500 BCE - present (liturgical/classical)
അകക്കാമ്പ്,അക,Malayalam,1200 CE - present (disputed)
അകക്കാമ്പ്,കാമ്പ്,Malayalam,1200 CE - present (disputed)
നിര്‍ധന,നിര്‍,Malayalam,1200 CE - present (disputed)
നിര്‍ധന,ധന,Malayalam,1200 CE - present (disputed)
ചന്ദ്രക്കല,ചന്ദ്ര,Malayalam,1200 CE - present (disputed)
ചന്ദ്രക്കല,കല,Malayalam,1200 CE - present (disputed)
കരിമ്പുലി,കരി,Malayalam,1200 CE - present (disputed)
കരിമ്പുലി,പുലി,Malayalam,1200 CE - present (disputed)
പുള്ളിപ്പുലി,പുള്ളി,Malayalam,1200 CE - present (disputed)
പുള്ളിപ്പുലി,പുലി,Malayalam,1200 CE - present (disputed)
അടിക്കുറിപ്പ്,അടി,Malayalam,1200 CE - present (disputed)
അടിക്കുറിപ്പ്,കുറിപ്പ്,Malayalam,1200 CE - present (disputed)
അടിയന്തരാവസ്ഥ,അടിയന്തര,Malayalam,1200 CE - present (disputed)
അടിയന്തരാവസ്ഥ,അവസ്ഥ,Malayalam,1200 CE - present (disputed)
അധരം,अधर,Sanskrit,1500 BCE - present (liturgical/classical)
ഓഷ്ടം,ओष्ठ,Sanskrit,1500 BCE - present (liturgical/classical)
അധ്വാനിക്കുക,അധ്വാനം,Malayalam,1200 CE - present (disputed)
അധ്വാനിക്കുക,-ക്കുക,Malayalam,1200 CE - present (disputed)
നടുവിരൽ,നടു,Malayalam,1200 CE - present (disputed)
നടുവിരൽ,വിരൽ,Malayalam,1200 CE - present (disputed)
അനുസ്മരണം,അനു,Malayalam,1200 CE - present (disputed)
അനുസ്മരണം,സ്മരണം,Malayalam,1200 CE - present (disputed)
അന്തം,अन्त,Sanskrit,1500 BCE - present (liturgical/classical)
അഭിനയം,अभिनय,Sanskrit,1500 BCE - present (liturgical/classical)
അഭിനയിക്കുക,अभिनय,Sanskrit,1500 BCE - present (liturgical/classical)
അമരാവതി,अमरावती,Sanskrit,1500 BCE - present (liturgical/classical)
അമൃതം,अमृत,Sanskrit,1500 BCE - present (liturgical/classical)
വിഷം,विष,Sanskrit,1500 BCE - present (liturgical/classical)
അരണ്യം,अरण्य,Sanskrit,1500 BCE - present (liturgical/classical)
ഹംസം,हंस,Sanskrit,1500 BCE - present (liturgical/classical)
സാരം,सार,Sanskrit,1500 BCE - present (liturgical/classical)
അർത്ഥം,अर्थ,Sanskrit,1500 BCE - present (liturgical/classical)
അലങ്കാരം,अलंकार ,Sanskrit,1500 BCE - present (liturgical/classical)
അസ്തിത്വവാദം,അസ്തിത്വ,Malayalam,1200 CE - present (disputed)
അസ്തിത്വവാദം,വാദം,Malayalam,1200 CE - present (disputed)
അഹങ്കാരം,अहंकार,Sanskrit,1500 BCE - present (liturgical/classical)
പ്രവാഹം,प्रवाह,Sanskrit,1500 BCE - present (liturgical/classical)
ഒഴുക്ക്,*oẓukk-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ആശ,आशा,Sanskrit,1500 BCE - present (liturgical/classical)
ഉദ്ദേശ്യം,उद्देश्य,Sanskrit,1500 BCE - present (liturgical/classical)
ഈശ്വരൻ,ईश्वर,Sanskrit,1500 BCE - present (liturgical/classical)
